title	type	url_slug	venue	date	location	talk_url	description
X-ray flare and plateau as a tool for probing the GRB central engine	Talk	talk-1	Conference central of Nanjing University	2023-12-07	Nanjing, Jiangsu, China	https://tianci-zheng.github.io/publications/	The tlak share two works that we use the X-ray flare and plateau as a tool for probing the GRB central engine. detail information please see the the first two publications.
